COMPANY NAME,CITY,STATE,ZIP CODE,STREET ADDRESS CITY,STREET ADDRESS,STREET ADDRESS ZIP,COUNTY,PHONE NUMBER,FAX NUMBER,WEB ADDRESS,LAST NAME,FIRST NAME,CONTACT TITLE,CONTACT GENDER,ACTUAL EMPLOYEE SIZE,EMPLOYEE SIZE RANGE,ACTUAL SALES VOLUME,SALES VOLUME RANGE,Industry,PRIMARY SIC,PRIMARY SIC DESCRIPTION,SECONDARY SIC #1,SECONDARY SIC DESCRIPTION #1,SECONDARY SIC #2,SECONDARY SIC DESCRIPTION #2,CREDIT ALPHA SCORE,CREDIT NUMERIC SCORE,HEADQUARTERS/BRANCH,SQUARE FOOTAGE
Gold KIST Inc,Atlanta,GA,30301-2210,Atlanta,244 Perimeter Center Pkwy NE,30346-2397,Fulton,7.70E+09,7.70E+09,www.goldkist.com,Bekkers,John,CEO,Male,16000,10000+,2.26E+09,Over $1 Billion,Manufacturing,201501,Poultry Processing Plants,25198,Broiler Fryer & Roaster Chickens,514404,Poultry-Wholesale,A+,100,Headquarter,"40,000+"
Saint-Gobain Ceramics & Plstcs,Worcester,MA,01615-0008,Worcester,1 New Bond St,01606-2614,Worcester,5.09E+09,5.09E+09,www.saint-gobainceramicmaterials.com,Phelizon,Jean,CEO,Male,16000,10000+,0.00E+00,,Manufacturing,329902,Ceramic Products-Industrial (Mfrs),329902,Ceramic Products-Industrial (Mfrs),508523,Abrasives (Wholesale),A+,100,Subsidiary,"40,000+"
Bemis Polyethylene Packaging,Terre Haute,IN,47808-0905,Terre Haute,1350 N Fruitridge Ave,47804-4218,Vigo,8.12E+09,8.12E+09,www.bemis.com,Russler,Jim,President,Male,15900,10000+,0.00E+00,,Manufacturing,267301,Bags-Plastic (Manufacturers),267301,Bags-Plastic (Manufacturers),308102,"Plastics-Fabrics,Film-Etc Producer (Mfr)",A+,100,Subsidiary,"40,000+"
Bertelsmann Inc,New York,NY,10036-4039,New York,1540 Broadway # 24,10036-4039,New York,2.13E+09,2.13E+09,www.bertelsmann.com,Sorrentino,Robert,President,Male,15883,10000+,1.28E+10,Over $1 Billion,Manufacturing,273198,Books-Publishing & Printing,272198,Periodicals-Publishing & Printing,365206,Compact Discs-Manufacturers,A+,100,Headquarter,"40,000+"
Stanley Works,New Britain,CT,06053-1673,New Britain,1000 Stanley Dr,06053-1673,Hartford,8.60E+09,8.61E+09,www.stanleyworks.com,Lundgren,John F,CEO,Male,15800,10000+,3.29E+09,Over $1 Billion,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,228102,Yarn-Spinning Mills,254201,Office & Store Fixtures-Ex Wood (Mfrs),A+,100,Headquarter,"40,000+"
Rockwell Collins Inc,Cedar Rapids,IA,52498-0503,Cedar Rapids,400 Collins Rd NE,52498-0503,Linn,3.19E+09,3.19E+09,www.rockwellcollins.com,Jones,Clayton M,CEO,Male,15800,10000+,2.93E+09,Over $1 Billion,Manufacturing,366302,Communication Equipment-Manufacturers,366302,Communication Equipment-Manufacturers,381298,Search Detection/Nav Systs/Instr (Mfrs),A+,100,Headquarter,"2,500 - 9,999"
Lafarge North America Inc,Reston,VA,20195,Herndon,12950 Worldgate Dr # 500,20170-6000,Fairfax,7.03E+09,7.04E+09,www.lafargenorthamerica.com,Rollier,Philippe R,CEO,Male,15500,10000+,3.76E+09,Over $1 Billion,Manufacturing,324101,Cement-Manufacturers,161102,Road Building Contractors,243103,Building Materials-Manufacturers,A+,100,Headquarter,"40,000+"
Furniture Brands Intl Inc,St Louis,MO,63105-3406,St Louis,101 S Hanley Rd,63105-3406,St Louis,3.15E+09,3.15E+09,www.furniturebrands.com,Holliman,Wilbert G,CEO,Male,15150,10000+,2.39E+09,Over $1 Billion,Manufacturing,259901,Furniture-Manufacturers,251198,Wood-Household Furn-Ex Upholstered (Mfr),251298,Wood-Household Furn-Upholstered (Mfrs),A+,100,Headquarter,"10,000 - 39,999"
Thomasville Furniture Ind Inc,Thomasville,NC,27361-0339,Thomasville,401 E Main St,27360-4152,Davidson,3.36E+09,3.36E+09,www.thomasville.com,Webster,Nancy W,CEO,Female,15150,10000+,0.00E+00,,Manufacturing,259901,Furniture-Manufacturers,251198,Wood-Household Furn-Ex Upholstered (Mfr),384104,Physicians & Surgeons Equip & Supls-Mfrs,A+,100,Subsidiary,"40,000+"
Pepsi Americas Inc,Minneapolis,MN,55402-4440,Minneapolis,60 S 6th St # 4000,55402-4440,Hennepin,6.13E+09,6.13E+09,www.whitmancorp.com,Pohlad,Robert C,CEO,Male,15100,10000+,3.34E+09,Over $1 Billion,Manufacturing,208603,Soft Drink Products-Manufacturers,208603,Soft Drink Products-Manufacturers,208798,Flavoring Extracts & Syrups Nec (Mfrs),A+,100,Headquarter,"40,000+"
SPX Corp,Charlotte,NC,28277-2706,Charlotte,13515 Ballantyne Corporate Pl,28277-2706,Mecklenburg,7.05E+09,7.05E+09,www.spx.com,Kearney,Christopher,CEO,Male,15100,10000+,4.29E+09,Over $1 Billion,Manufacturing,358998,Service Industry Machinery Nec (Mfrs),285198,Paint Varnish & Allied Products (Mfrs),331298,Steel Works/Blast Furnaces/Rolling Mls,A+,100,Headquarter,"40,000+"
Gould Electronics Inc,Chandler,AZ,85224-4933,Chandler,2929 W Chandler Blvd,85224-4933,Maricopa,4.81E+09,4.81E+09,www.gould.com,Huss,L Joseph,CEO,Male,15000,10000+,0.00E+00,,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,335104,Copper Fabricators,384104,Physicians & Surgeons Equip & Supls-Mfrs,A+,100,Headquarter,"40,000+"
Phelps Dodge Corp,Phoenix,AZ,85004-4464,Phoenix,1 N Central Ave,85004-4464,Maricopa,6.02E+09,6.02E+09,www.phelpsdodge.com,Whisler,J Steven,CEO,Male,15000,10000+,8.29E+09,Over $1 Billion,Manufacturing,333198,Primary Smelting & Refining Of Copper,102198,Copper Ores,149901,Mining Companies,A+,100,Headquarter,"40,000+"
Honeywell Transportation Systs,Torrance,CA,90505-5015,Torrance,3201 Lomita Blvd # 200,90505-5015,Los Angeles,3.11E+09,3.11E+09,www.honeywell.com,Brown,Adriane M,CEO,Female,15000,10000+,0.00E+00,,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,355909,Special Industry Machinery Nec (Mfrs),478301,Packing & Crating Service,A+,100,Subsidiary,"40,000+"
Taylor Corp,Mankato,MN,56002-3728,North Mankato,1725 Roe Crest Dr,56003-1807,Blue Earth,5.08E+09,5.08E+09,www.masterpiecestudios.com,Schreier,Bradley,CEO,Male,15000,10000+,1.25E+09,Over $1 Billion,Manufacturing,275202,Printers,275202,Printers,275498,Commercial Printing-Gravure,A+,100,Headquarter,"40,000+"
Novartis Corp,New York,NY,10020-2305,New York,608 5th Ave # 10,10020-2305,New York,2.12E+09,2.12E+09,www.us.novartis.com,Barnett,Terry,CEO,Male,15000,10000+,2.18E+10,Over $1 Billion,Manufacturing,283407,Laboratories-Pharmaceutical (Mfrs),283407,Laboratories-Pharmaceutical (Mfrs),614102,Financing,A+,100,Headquarter,"40,000+"
Lennox International Inc,Dallas,TX,75379-9900,2140 Lake Park Blvd,Richardson,75080-2252,Dallas,9.72E+09,9.72E+09,www.davelennox.com,Schjerven,Robert E,CEO,Male,15000,10000+,2.98E+09,Over $1 Billion,Manufacturing,358598,Air Conditioning/Htg/Refrig Equip (Mfrs),171117,Air Conditioning Contractors & Systems,308398,Laminated Plstcs-Plate Sht/Profile (Mfr),A+,100,Headquarter,"40,000+"
Toyota Motor Manufacturing Ky,Erlanger,KY,41018-3188,Erlanger,25 Atlantic Ave,41018-3188,Kenton,8.60E+09,8.60E+09,www.toyota.com,Taguchi,Toshiaki,CEO,Male,14939,10000+,6.73E+08,$500 Million - $1 Billion,Manufacturers,371102,Automobile-Manufacturers,371102,Automobile-Manufacturers,551102,Automobile Dealers-New Cars,A+,100,Subsidiary,"40,000+"
Apple Computer Inc,Cupertino,CA,95014-2084,Cupertino,1 Infinite Loop,95014-2084,Santa Clara,4.09E+09,4.09E+09,www.apple.com,Jobs,Steven P,CEO,Male,14800,10000+,1.39E+10,Over $1 Billion,Manufacturing,357101,Computers-Electronic-Manufacturers,357101,Computers-Electronic-Manufacturers,357702,Computer Peripherals (Manufacturers),A+,100,Headquarter,"40,000+"
Goodrich Corp,Charlotte,NC,28217-4578,Charlotte,2730 W Tyvola Rd,28217-4578,Mecklenburg,7.04E+09,7.04E+09,www.goodrich.com,Larsen,Marshall O,CEO,Male,14700,10000+,4.32E+09,Over $1 Billion,Manufacturing,372801,Aircraft Components-Manufacturers,282101,Plastics-Raw Mtrls/Powder/Resin-Mfrs,306917,Rubber-Mfrs Supplies (Manufacturers),A+,100,Headquarter,"40,000+"
Pactiv Corp,Lake Forest,IL,60045-4828,Lake Forest,1900 W Field Ct,60045-4828,Lake,8.47E+09,8.47E+09,www.pactiv.com,Wambold,Richard L,CEO,Male,14500,10000+,3.38E+09,Over $1 Billion,Manufacturing,267101,Packaging Materials-Manufacturers,263101,Box-Manufacturers Equip & Supplies-Mfrs,265301,Corrugated & Solid Fiber Boxes (Mfrs),A+,100,Headquarter,"40,000+"
Borg Warner Inc,Auburn Hills,MI,48326-2872,Auburn Hills,3850 Hamlin Rd,48326-2872,Oakland,2.49E+09,,www.bwauto.com,Manganello,Timothy M,CEO,Male,14500,10000+,3.53E+09,Over $1 Billion,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,371401,Automobile Parts & Supplies-Mfrs,501313,Automobile Parts & Supplies-Wholesale,A+,100,Headquarter,"40,000+"
Russell Corp,Atlanta,GA,30339-5999,Atlanta,3330 Cumberland Blvd # 800,30339-5999,Fulton,6.79E+09,6.79E+09,www.russellcorp.com,Ward,John F,CEO,Male,14400,10000+,1.30E+09,Over $1 Billion,Manufacturing,394923,Sporting & Athletic Goods Nec (Mfrs),221105,Wovens-Yarn Dyed Fabric-Manufacturers,225398,Knit Outerwear Mills,A+,100,Headquarter,"40,000+"
Steelcase Inc,Grand Rapids,MI,49501-1967,Grand Rapids,901 44th St SE,49508-7594,Kent,6.16E+09,6.16E+09,www.steelcase.com,Hackett,James P,CEO,Male,14200,10000+,2.61E+09,Over $1 Billion,Manufacturing,252204,Office Furniture & Equip-Mfrs,252198,Wood-Office Furniture (Manufacturers),253198,Public Building/Related Furniture (Mfrs),A+,100,Headquarter,"40,000+"
Lafarge North America,Broomfield,CO,80021-6060,Broomfield,10170 Church Ranch Way # 200,80021-6060,Broomfield,3.04E+09,3.04E+09,www.lafarge.com,Cartville,Bob,CEO,Male,14000,10000+,0.00E+00,,Manufacturing,295101,Asphalt & Asphalt Products-Manufacturers,142901,Stone-Crushed,152103,General Contractors,A+,100,Subsidiary,"40,000+"
Key Safety Systems Inc,Sterling Heights,MI,48314-3210,Sterling Heights,7000 19 Mile Rd,48314-3210,Macomb,5.87E+09,,www.breedtech.com,Ewing,B Edward,CEO,Male,14000,10000+,1.70E+09,Over $1 Billion,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,238798,Apparel-Belts (Manufacturers),239908,Seat Belts-Manufacturers,U,58,Headquarter,"40,000+"
Alliant Techsystems Inc,Edina,MN,55436-1054,Edina,5050 Lincoln Dr,55436-1054,Hennepin,9.52E+09,9.52E+09,www.atk.com,Murphy Jr,Daniel J,CEO,Male,14000,10000+,2.80E+09,Over $1 Billion,Manufacturing,381201,Aerospace Industries,348201,Small Arms Ammunition (Manufacturers),509338,Ammunition Disassembly Wst/Recycle (Whl),A+,100,Headquarter,"40,000+"
Clayton Homes Inc,Maryville,TN,37802-9800,Maryville,5000 Clayton Rd,37804-5550,Blount,8.65E+09,8.65E+09,www.clayton.net,Clayton,Kevin T,CEO,Male,14000,10000+,0.00E+00,,Manufacturing,245202,Buildings-Pre-Cut Prefab & Modlr-Mfrs,245202,Buildings-Pre-Cut Prefab & Modlr-Mfrs,379202,Trailers-Camping & Travel-Manufacturers,A+,100,Subsidiary,"40,000+"
Amphenol Corp,Wallingford,CT,06492-7530,Wallingford,358 Hall Ave,06492-3574,New Haven,2.03E+09,2.03E+09,www.amphenol.com,Loeffler,Martin H,CEO,Male,13900,10000+,1.53E+09,Over $1 Billion,Manufacturing,367898,Electronic Connectors (Manufacturers),173113,Telecommunications Equipment,335598,Aluminum Rolling & Drawing Nec (Mfrs),A+,100,Headquarter,"40,000+"
West Point Stevens Inc,West Point,GA,31833-0071,West Point,507 W 10th St,31833-1200,Troup,7.07E+09,7.07E+09,www.westpointstevens.com,Bledsoe,Lanny L,Plant Mgr,Male,13886,10000+,1.65E+09,Over $1 Billion,Manufacturing,239208,House Furnishings-Ex Draperies (Mfrs),221198,Broadwoven Fabric Mills-Cotton,222101,Textile Mills,C+,78,Headquarter,"40,000+"
Carlisle Companies Inc,Charlotte,NC,28277-2600,Charlotte,13925 Ballantyne Corp Pl # 400,28277-2600,Mecklenburg,7.05E+09,7.05E+09,www.carlisle.com,Mckinnish,Richmond D,CEO,Male,13677,10000+,2.23E+09,Over $1 Billion,Manufacturing,308101,Polyethylene Materials & Prods (Mfrs),282401,Manmade Organic Fbrs-Ex Cellulosic (Mfr),671901,Holding Companies (Non-Bank),A+,100,Headquarter,"10,000 - 39,999"
Conti Group Co Inc,New York,NY,10172-0003,New York,277 Park Ave # 49,10172-0003,New York,2.12E+09,2.12E+09,www.contigroup.com,Fribourg,Paul J,CEO,Male,13500,10000+,3.30E+09,Over $1 Billion,Manufacturing,201501,Poultry Processing Plants,201501,Poultry Processing Plants,509901,Exporters,A+,100,Headquarter,"40,000+"
Cessna Aircraft Co,Wichita,KS,67218-5569,Wichita,5701 E Pawnee St,67218-5569,Sedgwick,3.17E+09,3.17E+09,www.cessna.com,Johnson,Charlie,President,Male,13000,10000+,7.28E+09,Over $1 Billion,Manufacturing,372101,Aircraft-Manufacturers,372101,Aircraft-Manufacturers,,,A+,100,Branch,"40,000+"
International Data Group Inc,Boston,MA,02109-3905,Boston,3 Post Office Sq,02109-3905,Suffolk,6.18E+09,6.17E+09,www.idg.com,Kenealy,Patrick,CEO,Male,13000,10000+,2.41E+09,Over $1 Billion,Manufacturing,271102,News Dealers-Manufacturers,271101,Newspapers (Publishers),273101,Publishers-Book,A+,100,Headquarter,"2,500 - 9,999"
Sun Chemical Corp,Fort Lee,NJ,07024-1302,Parsippany,35 Waterview Blvd,07054-1285,Morris,9.73E+09,9.73E+09,www.sunchemical.com,Hill,David C,CEO,Male,13000,10000+,4.00E+09,Over $1 Billion,Manufacturing,289301,Inks-Printing & Lithographing (Mfrs),286598,Cyclic Organic Crudes/Dyes/Pgmnts (Mfrs),289911,Inks-Manufacturers,A+,100,Headquarter,"40,000+"
Liz Claiborne Inc,New York,NY,10018-2088,New York,1441 Broadway,10018-2088,New York,2.12E+09,2.13E+09,www.lizclaiborne.com,Charron,Paul R,CEO,Male,13000,10000+,4.63E+09,Over $1 Billion,Manufacturing,233104,Apparel Design & Mfg,233104,Apparel Design & Mfg,235301,Apparel-Womens Millinery-Manufacturers,A+,100,Headquarter,"40,000+"
Honda Of America Mfg Inc,Marysville,OH,43040-9251,Marysville,24000 Honda Pkwy,43040-9251,Union,9.38E+09,9.38E+09,www.ohio.honda.com,Hirashima,Koki,CEO,Male,13000,10000+,1.20E+10,Over $1 Billion,Manufacturing,371102,Automobile-Manufacturers,371102,Automobile-Manufacturers,371401,Automobile Parts & Supplies-Mfrs,A+,100,Subsidiary,"40,000+"
Brunswick Boat Group,Knoxville,TN,37929-9729,Knoxville,800 S Gay St # 17,37929-9729,Knox,8.66E+09,8.66E+09,www.brunswick.com,Hamilton,Peter B,President,Male,13000,10000+,0.00E+00,,Manufacturing,373201,Boats-Manufacturers,373201,Boats-Manufacturers,874213,Marketing Programs & Services,A+,100,Subsidiary,"10,000 - 39,999"
Flowserve Corp,Irving,TX,75039-3726,5215 N O Connor Blvd # 2300,Irving,75039-3726,Dallas,9.72E+09,9.72E+09,www.flowserve.com,Sheehan,Kevin E,CEO,Male,13000,10000+,2.40E+09,Over $1 Billion,Manufacturing,356101,Pumps-Manufacturers,356101,Pumps-Manufacturers,508522,Industrial Equipment & Supplies (Whol),A+,100,Headquarter,"40,000+"
Energizer Holdings Inc,St Louis,MO,63141-5801,St Louis,533 Maryville University Dr,63141-5801,St Louis,3.15E+09,3.15E+09,www.energizer.com,Mulcahy,J Patrick,CEO,Male,12955,10000+,2.81E+09,Over $1 Billion,Manufacturing,369201,Batteries-Dry Cell-Manufacturers,369101,Storage-Batteries (Manufacturers),384104,Physicians & Surgeons Equip & Supls-Mfrs,A+,100,Headquarter,"40,000+"
Fleetwood Enterprises Inc,Riverside,CA,92513-7638,Riverside,3125 Myers St,92503-5544,Riverside,9.51E+09,9.51E+09,www.fleetwood.com,Smith,Elden L,CEO,Male,12700,10000+,2.37E+09,Over $1 Billion,Manufacturing,371101,Recreational Vehicles & Campers-Mfrs,245101,Mobile Homes-Manufacturers,245202,Buildings-Pre-Cut Prefab & Modlr-Mfrs,A+,100,Headquarter,"40,000+"
Ball Corp,Broomfield,CO,80038-5000,Broomfield,10 Longs Peak Dr,80021-2510,Broomfield,3.03E+09,3.03E+09,www.ball.com,Hoover,R David,CEO,Male,12700,10000+,5.44E+09,Over $1 Billion,Manufacturing,381201,Aerospace Industries,341198,Metal Cans (Manufacturers),823111,Special Interest Libraries,A+,100,Headquarter,"40,000+"
Cessna Aircraft Co,Wichita,KS,67277-7706,Wichita,1 Cessna Blvd,67215-1424,Sedgwick,3.17E+09,3.17E+09,www.cessna.com,Pelton,Jack J,CEO,Male,12700,10000+,0.00E+00,,Manufacturing,372801,Aircraft Components-Manufacturers,359998,Indstrl/Coml Machinery/Equip Nec (Mfrs),372498,Aircraft Engines & Engine Parts-Mfrs,A+,100,Subsidiary,"10,000 - 39,999"
Raytheon Integrated Defense,Tewksbury,MA,01876-1198,Tewksbury,50 Apple Hill Dr,01876-1198,Middlesex,9.79E+09,,www.raytheon.com,Smith,Daniel L,President,Male,12700,10000+,3.10E+09,Over $1 Billion,Manufacturing,381201,Aerospace Industries,381201,Aerospace Industries,,,A+,100,Subsidiary,"2,500 - 9,999"
Bon-Ton Stores Inc,York,PA,17405-2821,York,2801 E Market St,17402-2406,York,7.18E+09,7.18E+09,www.bonton.com,Bergren,Byron L,CEO,Male,12600,10000+,1.31E+09,Over $1 Billion,Manufacturing,275902,Screen Printing,275902,Screen Printing,569917,T-Shirts-Retail,B+,87,Single Loc,"2,500 - 9,999"
Bausch & Lomb Inc,Rochester,NY,14603-0450,Rochester,1 Bausch And Lomb Pl,14604-2799,Monroe,5.85E+09,5.85E+09,www.bausch.com,Zarrella,Ronald L,CEO,Male,12400,10000+,2.23E+09,Over $1 Billion,Manufacturing,385103,Optical Goods-Manufacturers,384104,Physicians & Surgeons Equip & Supls-Mfrs,504801,Optical Goods-Wholesale,A+,100,Headquarter,"40,000+"
Pentair Inc,Minneapolis,MN,55416-1261,Minneapolis,5500 Wayzata Blvd # 800,55416-1261,Hennepin,7.64E+09,7.64E+09,www.pentair.com,Hogan,Randall J,CEO,Male,12300,10000+,2.28E+09,Over $1 Billion,Manufacturing,346918,Electronic Enclosures-Manufacturers,262101,Paper-Manufacturers,267101,Packaging Materials-Manufacturers,A+,100,Headquarter,"40,000+"
Dassault Falcon Jet Corp,South Hackensack,NJ,07606-0620,Little Ferry,200 Riser Rd,07643-1226,Bergen,2.01E+09,2.02E+09,www.falconjet.com,Rosanvallon,John,President,Male,12040,10000+,3.72E+09,Over $1 Billion,Manufacturing,372101,Aircraft-Manufacturers,372101,Aircraft-Manufacturers,874213,Marketing Programs & Services,A+,98,Headquarter,"40,000+"
Johnson Diversey Inc,Sturtevant,WI,53177-0902,Sturtevant,8310 16th St,53177-1965,Racine,2.63E+09,2.63E+09,www.johnsondiversey.com,Lawton,Gregory E,CEO,Male,12001,10000+,3.08E+09,Over $1 Billion,Manufacturing,284203,Cleaning Compounds-Manufacturers,284203,Cleaning Compounds-Manufacturers,,,A,93,Headquarter,"40,000+"
Northrop Grumman Space Tech,Redondo Beach,CA,90278,Redondo Beach,1 Bay Park Blvd,90278 0000,Los Angeles,3.11E+09,3.11E+09,www.trw.com,Livanos,Alexis,President,Male,12000,10000+,2.93E+09,Over $1 Billion,Manufacturing,381201,Aerospace Industries,366998,Communications Equipment Nec (Mfrs),367498,Semiconductors & Related Devices (Mfrs),A+,100,Subsidiary,"2,500 - 9,999"
Astra Zeneca LP Us,Wilmington,DE,19850-5438,Wilmington,1800 Concord Pike,19803-2902,New Castle,3.03E+09,3.03E+09,www.astrazenecaus.com,Brennan,David R,CEO,Male,12000,10000+,0.00E+00,,Manufacturing,283404,Drug Millers,281698,Inorganic Pigments (Manufacturers),282101,Plastics-Raw Mtrls/Powder/Resin-Mfrs,A+,100,Headquarter,"40,000+"
Masterbrand Cabinets Inc,Jasper,IN,47547-0420,Jasper,1 Masterbrand Cabinets Dr,47546-2248,Dubois,8.12E+09,8.12E+09,www.masterbrandcabinets.com,Forbes,Richard,CEO,Male,12000,10000+,0.00E+00,,Manufacturing,243401,Cabinets-Manufacturers,243401,Cabinets-Manufacturers,254198,Office & Store Fixtures-Wood (Mfrs),A+,100,Subsidiary,"40,000+"
Guidant Corp,Indianapolis,IN,46204-5100,Indianapolis,111 Monument Cir # 29,46204-5100,Marion,3.17E+09,3.18E+09,www.guidant.com,Cornelius,James M,CEO,Male,12000,10000+,3.77E+09,Over $1 Billion,Manufacturing,384104,Physicians & Surgeons Equip & Supls-Mfrs,384104,Physicians & Surgeons Equip & Supls-Mfrs,504704,Physicians & Surgeons Equip & Supls-Whol,A+,100,Subsidiary,"40,000+"
Tower Automotive Inc,Novi,MI,48377-3626,Novi,27175 Haggerty Rd,48377-3626,Oakland,2.49E+09,2.49E+09,www.towerautomotive.com,Ligocki,Kathleen A,CEO,Female,12000,10000+,2.82E+09,Over $1 Billion,Manufacturing,371401,Automobile Parts & Supplies-Mfrs,354111,Metal Stamping Equipment (Manufacturers),874213,Marketing Programs & Services,A+,99,Headquarter,"10,000 - 39,999"
Bemis Co Inc,Minneapolis,MN,55402-4099,Minneapolis,222 S 9th St # 2300,55402-4099,Hennepin,6.12E+09,6.12E+09,www.bemis.com,Curler,Jeffrey H,CEO,Male,12000,10000+,2.83E+09,Over $1 Billion,Manufacturing,267101,Packaging Materials-Manufacturers,229598,Coated Fabrics-Not Rubberized (Mfrs),239698,Automotive Trimming/Apprl Findings (Mfr),A+,100,Headquarter,"40,000+"
Boscov's Inc,Reading,PA,19606-0516,Reading,4500 Perkiomen Ave,19606-3946,Berks,6.11E+09,6.10E+09,www.boscovs.com,Lakin,Edwin A,President,Male,12000,10000+,1.01E+09,Over $1 Billion,Manufacturing,275998,Commercial Printing Nec,275202,Printers,519917,Advertising-Specialties (Wholesale),A,93,Single Loc,"10,000 - 39,999"
AVX Corp,Myrtle Beach,SC,29578-0867,Myrtle Beach,801 17th Ave S,29577-4299,Horry,8.43E+09,8.43E+09,www.avxcorp.com,Gilbertson,John S,CEO,Male,12000,10000+,1.28E+09,Over $1 Billion,Manufacturing,367901,Electronic Equipment & Supplies-Mfrs,349698,Fabricated Wire Products-Misc (Mfrs),364398,Current-Carrying Wiring Devices (Mfrs),A+,100,Headquarter,"40,000+"
Zachry Construction Corp,San Antonio,TX,78221-1738,527 Logwood Ave,San Antonio,78221-1738,Bexar,2.10E+09,2.11E+09,www.zachry.com,Zachry,John B,CEO,Male,12000,10000+,0.00E+00,,Manufacturing,327101,Concrete-Block & Brick (Manufacturers),152103,General Contractors,154106,General Contrs-Industrial Bldgs & Wrhse,A+,100,Headquarter,"40,000+"
Alcon Inc,Fort Worth,TX,76115-0600,6201 South Fwy,Fort Worth,76134-2099,Tarrant,8.17E+09,8.18E+09,www.alconlaboratories.com,Whitbeck,Elaine,Counsel,Female,12000,10000+,0.00E+00,,Manufacturing,385103,Optical Goods-Manufacturers,384209,Surgical Appliances-Manufacturers,283404,Drug Millers,A+,100,Headquarter,"40,000+"
Alcon Laboratories Inc,Fort Worth,TX,76115-0600,6201 South Fwy,Fort Worth,76134-2099,Tarrant,8.17E+09,8.18E+09,www.alconlaboratories.com,Rayment,Cary,CEO,Female,12000,10000+,0.00E+00,,Manufacturing,385103,Optical Goods-Manufacturers,283404,Drug Millers,384104,Physicians & Surgeons Equip & Supls-Mfrs,A+,100,Headquarter,"40,000+"
S C Johnson & Son Inc,Racine,WI,53403-2236,Racine,1525 Howe St,53403-2236,Racine,2.62E+09,2.62E+09,www.scjohnsonwax.com,Johnson,H Fisk,CEO,Male,12000,10000+,3.55E+09,Over $1 Billion,Manufacturing,284203,Cleaning Compounds-Manufacturers,284101,Soaps & Detergents-Manufacturers,284498,Perfumes Cosmetics/Toilet Preps (Mfrs),A+,100,Headquarter,"40,000+"
Snap-On Inc,Kenosha,WI,53141-1430,Pleasant Prairie,10801 Corporate Dr,53158-1603,Kenosha,2.63E+09,2.63E+09,www.snapon.com,Michaels,Jack D,CEO,Male,12000,10000+,2.41E+09,Over $1 Billion,Manufacturing,342302,Tools-Manufacturers,342302,Tools-Manufacturers,507213,Tools (Wholesale),A+,100,Headquarter,"40,000+"
